demographics_key,sex,age_group,education_level,annual_income,race_ethnicity
9940,Female,80+,Refused,"$50,000 to <$75,000",White only (non-Hispanic)
9941,Female,25-29,Some college or technical school,"$150,000 to < $200,000",Black only (non-Hispanic)
9942,Female,,Some college or technical school,"Less than $10,000",Black only (non-Hispanic)
9943,Male,,College graduate or higher,"$35,000 to <$50,000",Black only (non-Hispanic)
9944,Male,25-29,College graduate or higher,"$150,000 to < $200,000",
9945,Female,45-49,College graduate or higher,"$50,000 to <$75,000",
9946,Female,25-29,Elementary,"$35,000 to <$50,000",
9947,Male,75-79,Some high school,"$15,000 to <$20,000",
9948,Male,25-29,Some college or technical school,"$200,000 or more",
9949,Female,65-69,Elementary,"$35,000 to <$50,000",
9950,Male,18-24,High school graduate,"$20,000 to <$25,000",
9951,Female,18-24,Some college or technical school,"$75,000 to < $100,000",
9952,Female,50-54,High school graduate,"$10,000 to <$15,000",
9953,Male,60-64,Some high school,"$50,000 to <$75,000",
9954,Female,45-49,Some high school,,
9955,Male,65-69,Some college or technical school,"$20,000 to <$25,000",
9956,Male,60-64,High school graduate,"$20,000 to <$25,000",
9957,Male,50-54,Some college or technical school,"$35,000 to <$50,000",
9958,Female,70-74,Some college or technical school,"$150,000 to < $200,000",
9959,Male,18-24,High school graduate,"$10,000 to <$15,000",
9960,Male,25-29,High school graduate,"$15,000 to <$20,000",
9961,Male,50-54,High school graduate,"$10,000 to <$15,000",
9962,Female,25-29,Some college or technical school,"$20,000 to <$25,000",
9963,Male,80+,Some high school,"$20,000 to <$25,000",
9964,Female,65-69,High school graduate,"Less than $10,000",
9965,Male,18-24,Some college or technical school,"$50,000 to <$75,000",
9966,Female,30-34,High school graduate,"$100,000 to < $150,000",
9967,Male,30-34,High school graduate,"$100,000 to < $150,000",
9968,Female,18-24,High school graduate,"$25,000 to <$35,000",
9969,Male,40-44,College graduate or higher,"$35,000 to <$50,000",
9970,Male,35-39,Some high school,"$50,000 to <$75,000",
9971,Male,65-69,Elementary,"Less than $10,000",
9972,Male,60-64,Some high school,,
9973,Female,35-39,Some high school,"$15,000 to <$20,000",
9974,Male,60-64,Some high school,"$10,000 to <$15,000",
9975,Female,40-44,Some high school,"$25,000 to <$35,000",
9976,Male,30-34,Some high school,"$35,000 to <$50,000",
9977,Male,40-44,Some college or technical school,"$200,000 or more",
9978,Female,55-59,Some college or technical school,"$35,000 to <$50,000",
9979,Male,65-69,High school graduate,"$15,000 to <$20,000",
9980,Female,35-39,Some high school,"$25,000 to <$35,000",
9981,Male,35-39,High school graduate,"$35,000 to <$50,000",
9982,Female,,Some college or technical school,"$20,000 to <$25,000",
9983,Female,70-74,Some high school,"$15,000 to <$20,000",
9984,Female,60-64,High school graduate,"$10,000 to <$15,000",
9985,Female,35-39,Some college or technical school,"$20,000 to <$25,000",
9986,Female,25-29,Some college or technical school,"$75,000 to < $100,000",
9987,Male,30-34,High school graduate,"$20,000 to <$25,000",
9988,Male,70-74,High school graduate,"$15,000 to <$20,000",
9989,Male,25-29,Some high school,"$35,000 to <$50,000",
9990,Female,40-44,Some college or technical school,"$150,000 to < $200,000",
9991,Female,30-34,High school graduate,"$35,000 to <$50,000",
9992,Male,25-29,Some college or technical school,"$100,000 to < $150,000",
9993,Female,25-29,High school graduate,"$75,000 to < $100,000",
9994,Female,50-54,High school graduate,"Less than $10,000",
9995,Female,35-39,Some high school,"$10,000 to <$15,000",Black only (non-Hispanic)
9996,Female,30-34,Never attended school,,White only (non-Hispanic)
9997,Female,25-29,High school graduate,"$50,000 to <$75,000",Other race (non-Hispanic)
9998,Male,40-44,Elementary,"$20,000 to <$25,000",Multiracial (non-Hispanic)
9999,Male,45-49,High school graduate,"$150,000 to < $200,000",Other race (non-Hispanic)
10000,Female,60-64,Some high school,"$100,000 to < $150,000",
10001,Female,60-64,Refused,"$75,000 to < $100,000",White only (non-Hispanic)
10002,Male,65-69,Elementary,"$35,000 to <$50,000",Black only (non-Hispanic)
10003,Female,45-49,High school graduate,"$200,000 or more",American Indian/Alaska Native (non-Hispanic)
10004,Female,40-44,Some high school,"$50,000 to <$75,000",Other race (non-Hispanic)
10005,Male,50-54,Elementary,,Black only (non-Hispanic)
10006,Male,25-29,College graduate or higher,"$150,000 to < $200,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
10007,Male,35-39,Some high school,"$100,000 to < $150,000",
10008,Male,70-74,Some high school,"$50,000 to <$75,000",Black only (non-Hispanic)
10009,Male,30-34,Some high school,"$75,000 to < $100,000",Black only (non-Hispanic)
10010,Male,30-34,High school graduate,"$200,000 or more",Hispanic
10011,Male,30-34,Some high school,"Less than $10,000",Other race (non-Hispanic)
10012,Female,70-74,Some high school,"$75,000 to < $100,000",Black only (non-Hispanic)
10013,Female,60-64,High school graduate,"$75,000 to < $100,000",Other race (non-Hispanic)
10014,Male,80+,Elementary,"Less than $10,000",Black only (non-Hispanic)
10015,Female,75-79,Some high school,,American Indian/Alaska Native (non-Hispanic)
10016,Female,65-69,College graduate or higher,"Less than $10,000",
10017,Male,80+,Some college or technical school,"$100,000 to < $150,000",Hispanic
10018,Female,80+,Some high school,"$75,000 to < $100,000",White only (non-Hispanic)
10019,Female,80+,Some college or technical school,"$15,000 to <$20,000",Other race (non-Hispanic)
10020,Female,60-64,Some high school,"Less than $10,000",Multiracial (non-Hispanic)
10021,Male,35-39,High school graduate,"$10,000 to <$15,000",Multiracial (non-Hispanic)
10022,Male,40-44,Never attended school,"$100,000 to < $150,000",Asian (non-Hispanic)
10023,Male,35-39,College graduate or higher,"$50,000 to <$75,000",
10024,Male,70-74,Elementary,"$50,000 to <$75,000",White only (non-Hispanic)
10025,Male,30-34,High school graduate,"$15,000 to <$20,000",Multiracial (non-Hispanic)
10026,Female,25-29,Some college or technical school,"$15,000 to <$20,000",Multiracial (non-Hispanic)
10027,Male,45-49,Some high school,"$15,000 to <$20,000",Black only (non-Hispanic)
10028,Male,40-44,Some college or technical school,"$10,000 to <$15,000",Asian (non-Hispanic)
10029,Male,65-69,Refused,"$50,000 to <$75,000",Black only (non-Hispanic)
10030,Male,30-34,Elementary,"$25,000 to <$35,000",White only (non-Hispanic)
10031,Male,25-29,Never attended school,"$150,000 to < $200,000",White only (non-Hispanic)
10032,Male,50-54,Some high school,"$75,000 to < $100,000",Black only (non-Hispanic)
10033,Male,18-24,College graduate or higher,"Less than $10,000",
10034,Male,35-39,Elementary,"$200,000 or more",
10035,Male,25-29,Some college or technical school,"Less than $10,000",Black only (non-Hispanic)
10036,Female,45-49,Some high school,"$15,000 to <$20,000",Multiracial (non-Hispanic)
10037,Female,30-34,High school graduate,"$10,000 to <$15,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
10038,Male,60-64,High school graduate,"Less than $10,000",
10039,Male,75-79,Some high school,,Asian (non-Hispanic)
10040,Female,40-44,High school graduate,"Less than $10,000",Asian (non-Hispanic)
10041,Male,35-39,Some high school,"$10,000 to <$15,000",Black only (non-Hispanic)
10042,Male,40-44,Elementary,"$25,000 to <$35,000",White only (non-Hispanic)
10043,Male,18-24,Never attended school,,
10044,Female,45-49,Elementary,"$15,000 to <$20,000",White only (non-Hispanic)
10045,Female,75-79,High school graduate,"$150,000 to < $200,000",Black only (non-Hispanic)
10046,Male,50-54,High school graduate,"$150,000 to < $200,000",Other race (non-Hispanic)
10047,Female,45-49,High school graduate,"$15,000 to <$20,000",Other race (non-Hispanic)
10048,Female,50-54,Refused,"$15,000 to <$20,000",Asian (non-Hispanic)
10049,Female,50-54,Some college or technical school,"$20,000 to <$25,000",
10050,Female,30-34,High school graduate,"$15,000 to <$20,000",Multiracial (non-Hispanic)
10051,Female,80+,Some high school,"$150,000 to < $200,000",White only (non-Hispanic)
10052,Female,70-74,Never attended school,"Less than $10,000",Asian (non-Hispanic)
10053,Male,50-54,Elementary,"$25,000 to <$35,000",White only (non-Hispanic)
10054,Female,60-64,High school graduate,"Less than $10,000",
10055,Male,65-69,Elementary,"$10,000 to <$15,000",Other race (non-Hispanic)
10056,Male,25-29,Elementary,"$75,000 to < $100,000",White only (non-Hispanic)
10057,Female,40-44,High school graduate,"$150,000 to < $200,000",
10058,Female,50-54,Never attended school,"$20,000 to <$25,000",Black only (non-Hispanic)
10059,Male,25-29,Some high school,"$15,000 to <$20,000",White only (non-Hispanic)
10060,Male,55-59,Some college or technical school,"$10,000 to <$15,000",Asian (non-Hispanic)
10061,Female,60-64,Elementary,"$75,000 to < $100,000",White only (non-Hispanic)
10062,Male,50-54,Some college or technical school,"$10,000 to <$15,000",Other race (non-Hispanic)
10063,Male,50-54,High school graduate,"$25,000 to <$35,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
10064,Male,18-24,High school graduate,"$10,000 to <$15,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
10065,Female,25-29,Some college or technical school,"$100,000 to < $150,000",Multiracial (non-Hispanic)
10066,Male,55-59,Some college or technical school,"$15,000 to <$20,000",Multiracial (non-Hispanic)
10067,Male,18-24,College graduate or higher,"$15,000 to <$20,000",Other race (non-Hispanic)
10068,Female,60-64,Some high school,"$20,000 to <$25,000",Other race (non-Hispanic)
10069,Female,25-29,College graduate or higher,"$150,000 to < $200,000",Other race (non-Hispanic)
10070,Female,40-44,Some college or technical school,"$10,000 to <$15,000",Other race (non-Hispanic)
10071,Female,70-74,Never attended school,"Less than $10,000",White only (non-Hispanic)
10072,Male,18-24,Some college or technical school,"$50,000 to <$75,000",Other race (non-Hispanic)
10073,Male,60-64,Some college or technical school,"Less than $10,000",Other race (non-Hispanic)
10074,Male,25-29,Elementary,"$25,000 to <$35,000",Black only (non-Hispanic)
10075,Female,60-64,Elementary,,Multiracial (non-Hispanic)
10076,Male,80+,High school graduate,"$10,000 to <$15,000",Multiracial (non-Hispanic)
10077,Female,70-74,College graduate or higher,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
10078,Female,35-39,Elementary,"$50,000 to <$75,000",White only (non-Hispanic)
10079,Male,80+,Some high school,"$25,000 to <$35,000",American Indian/Alaska Native (non-Hispanic)
10080,Female,70-74,Some college or technical school,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
10081,Female,30-34,Some college or technical school,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
10082,Male,30-34,Some college or technical school,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
10083,Male,75-79,College graduate or higher,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
10084,Female,,College graduate or higher,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
10085,Female,80+,Some college or technical school,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
10086,Male,65-69,Some high school,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
10087,Male,75-79,Some high school,"$20,000 to <$25,000",American Indian/Alaska Native (non-Hispanic)
10088,Female,70-74,College graduate or higher,"Less than $10,000",Multiracial (non-Hispanic)
10089,Female,75-79,Some high school,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
10090,Male,30-34,High school graduate,"$20,000 to <$25,000",American Indian/Alaska Native (non-Hispanic)
10091,Female,50-54,Some college or technical school,"Less than $10,000",Multiracial (non-Hispanic)
10092,Female,80+,Elementary,"$100,000 to < $150,000",American Indian/Alaska Native (non-Hispanic)
10093,Female,40-44,High school graduate,"$50,000 to <$75,000",Other race (non-Hispanic)
10094,Female,65-69,Some high school,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
10095,Male,75-79,College graduate or higher,"$15,000 to <$20,000",Multiracial (non-Hispanic)
10096,Female,55-59,College graduate or higher,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
10097,Female,55-59,High school graduate,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
10098,Female,,Some high school,"$25,000 to <$35,000",White only (non-Hispanic)
10099,Male,80+,Elementary,,American Indian/Alaska Native (non-Hispanic)
10100,Female,75-79,Elementary,"$100,000 to < $150,000",White only (non-Hispanic)
10101,Female,75-79,College graduate or higher,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
10102,Female,40-44,Elementary,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
10103,Male,40-44,High school graduate,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
10104,Female,45-49,Elementary,,American Indian/Alaska Native (non-Hispanic)
10105,Female,75-79,Some high school,"$15,000 to <$20,000",Multiracial (non-Hispanic)
10106,Female,70-74,Some college or technical school,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
10107,Female,25-29,Elementary,,American Indian/Alaska Native (non-Hispanic)
10108,Male,65-69,High school graduate,"Less than $10,000",Multiracial (non-Hispanic)
10109,Female,35-39,Some college or technical school,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
10110,Female,80+,Some high school,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
10111,Female,65-69,College graduate or higher,"$150,000 to < $200,000",American Indian/Alaska Native (non-Hispanic)
10112,Female,40-44,Some high school,,American Indian/Alaska Native (non-Hispanic)
10113,Male,65-69,Some high school,"$25,000 to <$35,000",American Indian/Alaska Native (non-Hispanic)
10114,Male,40-44,Elementary,,American Indian/Alaska Native (non-Hispanic)
10115,Male,45-49,Some high school,"$50,000 to <$75,000",American Indian/Alaska Native (non-Hispanic)
10116,Male,65-69,College graduate or higher,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
10117,Male,55-59,Some high school,"$20,000 to <$25,000",American Indian/Alaska Native (non-Hispanic)
10118,Male,45-49,Some college or technical school,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
10119,Female,75-79,College graduate or higher,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
10120,Female,40-44,Elementary,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
10121,Female,75-79,Some high school,"Less than $10,000",American Indian/Alaska Native (non-Hispanic)
10122,Male,,Some college or technical school,"$10,000 to <$15,000",White only (non-Hispanic)
10123,Female,25-29,High school graduate,"$75,000 to < $100,000",Other race (non-Hispanic)
10124,Male,35-39,College graduate or higher,"Less than $10,000",
10125,Male,35-39,Some high school,"$75,000 to < $100,000",Multiracial (non-Hispanic)
10126,Male,80+,Some high school,"$20,000 to <$25,000",American Indian/Alaska Native (non-Hispanic)
10127,Female,60-64,High school graduate,"$100,000 to < $150,000",American Indian/Alaska Native (non-Hispanic)
10128,Male,25-29,College graduate or higher,"$20,000 to <$25,000",American Indian/Alaska Native (non-Hispanic)
10129,Female,18-24,Some college or technical school,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
10130,Male,,Some college or technical school,"$35,000 to <$50,000",Multiracial (non-Hispanic)
10131,Female,25-29,Some college or technical school,"$15,000 to <$20,000",
10132,Male,60-64,Some high school,"$25,000 to <$35,000",Multiracial (non-Hispanic)
10133,Female,65-69,Some college or technical school,"$20,000 to <$25,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
10134,Male,45-49,Some high school,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
10135,Male,30-34,Some high school,"$200,000 or more",American Indian/Alaska Native (non-Hispanic)
10136,Male,18-24,Some high school,"$75,000 to < $100,000",American Indian/Alaska Native (non-Hispanic)
